"participant_id","trial","study","search_step","search_target","search_option","chose_option","total_reveals_in_trial","search_cost_eur"
"study2_108",21,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_108",21,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_108",21,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_108",21,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_108",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_108",22,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_108",23,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_108",24,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_109",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_109",1,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_109",1,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_109",1,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_109",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",2,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",3,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",4,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",4,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",5,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_109",5,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_109",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",6,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",7,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_109",7,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_109",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_109",8,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_109",9,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_109",9,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_109",10,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_109",10,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_109",11,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",11,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",12,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",12,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",13,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",13,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",14,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",15,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_109",15,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_109",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",16,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",17,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",18,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",18,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",19,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_109",19,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_109",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",20,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",21,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",21,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",22,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_109",22,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_109",23,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_109",23,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_109",24,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_11",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",1,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",2,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",3,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",4,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",5,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",6,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",7,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_11",7,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_11",8,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_11",8,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_11",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_11",9,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_11",9,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_11",9,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_11",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_11",10,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_11",10,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_11",10,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_11",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",11,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",12,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",13,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_11",14,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",14,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",14,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",14,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_11",15,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_11",15,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_11",15,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_11",16,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",16,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",16,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",16,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",17,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",17,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",17,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",17,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",18,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",18,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",18,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",18,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_11",19,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_11",19,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_11",19,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_11",20,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",20,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",20,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",20,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",21,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",21,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",21,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",21,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",22,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",22,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",22,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",22,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",23,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",23,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_11",23,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",23,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_11",24,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_11",24,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_110",1,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_110",2,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_110",3,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",4,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",5,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",6,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_110",7,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",8,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",9,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_110",10,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",11,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_110",12,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_110",13,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_110",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_110",15,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",16,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_110",17,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",18,"study2",1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_110",19,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_110",20,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_110",21,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_110",23,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_110",24,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_111",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",8,70
"study2_111",1,"study2",2,"other","higher_own_payoff","higher_own_payoff",8,70
"study2_111",1,"study2",3,"self","lower_own_payoff","higher_own_payoff",8,70
"study2_111",1,"study2",4,"other","lower_own_payoff","higher_own_payoff",8,70
"study2_111",1,"study2",5,"self","higher_own_payoff","higher_own_payoff",8,70
"study2_111",1,"study2",6,"other","higher_own_payoff","higher_own_payoff",8,70
"study2_111",1,"study2",7,"self","lower_own_payoff","higher_own_payoff",8,70
"study2_111",1,"study2",8,"other","lower_own_payoff","higher_own_payoff",8,70
"study2_111",2,"study2",1,"self","lower_own_payoff","lower_own_payoff",8,70
"study2_111",2,"study2",2,"self","higher_own_payoff","lower_own_payoff",8,70
"study2_111",2,"study2",3,"other","higher_own_payoff","lower_own_payoff",8,70
"study2_111",2,"study2",4,"other","lower_own_payoff","lower_own_payoff",8,70
"study2_111",2,"study2",5,"self","lower_own_payoff","lower_own_payoff",8,70
"study2_111",2,"study2",6,"other","lower_own_payoff","lower_own_payoff",8,70
"study2_111",2,"study2",7,"self","higher_own_payoff","lower_own_payoff",8,70
"study2_111",2,"study2",8,"other","higher_own_payoff","lower_own_payoff",8,70
"study2_111",3,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_111",3,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_111",3,"study2",3,"other","lower_own_payoff","lower_own_payoff",4,30
"study2_111",3,"study2",4,"other","higher_own_payoff","lower_own_payoff",4,30
"study2_111",4,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_111",4,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_111",4,"study2",3,"other","higher_own_payoff","lower_own_payoff",4,30
"study2_111",4,"study2",4,"other","lower_own_payoff","lower_own_payoff",4,30
"study2_111",5,"study2",1,"self","higher_own_payoff","lower_own_payoff",8,70
"study2_111",5,"study2",2,"other","higher_own_payoff","lower_own_payoff",8,70
"study2_111",5,"study2",3,"self","lower_own_payoff","lower_own_payoff",8,70
"study2_111",5,"study2",4,"other","lower_own_payoff","lower_own_payoff",8,70
"study2_111",5,"study2",5,"self","lower_own_payoff","lower_own_payoff",8,70
"study2_111",5,"study2",6,"other","lower_own_payoff","lower_own_payoff",8,70
"study2_111",5,"study2",7,"self","higher_own_payoff","lower_own_payoff",8,70
"study2_111",5,"study2",8,"other","higher_own_payoff","lower_own_payoff",8,70
"study2_111",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_111",6,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_111",6,"study2",3,"other","lower_own_payoff","higher_own_payoff",4,30
"study2_111",6,"study2",4,"other","higher_own_payoff","higher_own_payoff",4,30
"study2_111",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_111",7,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_111",7,"study2",3,"other","lower_own_payoff","higher_own_payoff",4,30
"study2_111",7,"study2",4,"other","higher_own_payoff","higher_own_payoff",4,30
"study2_111",8,"study2",1,"self","lower_own_payoff","lower_own_payoff",8,70
"study2_111",8,"study2",2,"other","lower_own_payoff","lower_own_payoff",8,70
"study2_111",8,"study2",3,"other","higher_own_payoff","lower_own_payoff",8,70
"study2_111",8,"study2",4,"self","higher_own_payoff","lower_own_payoff",8,70
"study2_111",8,"study2",5,"self","higher_own_payoff","lower_own_payoff",8,70
"study2_111",8,"study2",6,"other","higher_own_payoff","lower_own_payoff",8,70
"study2_111",8,"study2",7,"self","lower_own_payoff","lower_own_payoff",8,70
"study2_111",8,"study2",8,"other","lower_own_payoff","lower_own_payoff",8,70
"study2_111",9,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_111",9,"study2",2,"other","higher_own_payoff","lower_own_payoff",4,30
"study2_111",9,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_111",9,"study2",4,"other","lower_own_payoff","lower_own_payoff",4,30
"study2_111",10,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_111",10,"study2",2,"other","higher_own_payoff","lower_own_payoff",4,30
"study2_111",10,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_111",10,"study2",4,"other","lower_own_payoff","lower_own_payoff",4,30
"study2_111",11,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_111",11,"study2",2,"other","lower_own_payoff","higher_own_payoff",4,30
"study2_111",11,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_111",11,"study2",4,"other","higher_own_payoff","higher_own_payoff",4,30
"study2_111",12,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_111",12,"study2",2,"other","lower_own_payoff","lower_own_payoff",4,30
"study2_111",12,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_111",12,"study2",4,"other","higher_own_payoff","lower_own_payoff",4,30
"study2_111",13,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_111",13,"study2",2,"other","lower_own_payoff","higher_own_payoff",4,30
"study2_111",13,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_111",13,"study2",4,"other","higher_own_payoff","higher_own_payoff",4,30
"study2_111",14,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
